element_ID	chr	start	end	p_value
mirna.prom::chr9:86585754-86594695_2::NA::NA	chr9	86585754	86594695	0.458052858824942
mirna.prom::chr9:91926312-91926325_1::NA::NA	chr9	91926312	91926325	1
mirna.prom::chr9:92800975-92801375_1::NA::NA	chr9	92800975	92801375	0.950279767533276
mirna.prom::chr9:94357505-94390432_2::NA::NA	chr9	94357505	94390432	0.803646973772721
mirna.prom::chr9:94411014-94444105_2::NA::NA	chr9	94411014	94444105	0.683886525419773
mirna.prom::chr9:96314131-96329205_2::NA::NA	chr9	96314131	96329205	0.292791434709722
mirna.prom::chr9:96928669-96929038_1::NA::NA	chr9	96928669	96929038	0.872700496700313
mirna.prom::chr9:97523021-97564968_2::NA::NA	chr9	97523021	97564968	0.9261707023897
mirna.prom::chr9:97807431-97811013_2::NA::NA	chr9	97807431	97811013	0.996799709620117
mirna.prom::chr9:97807431-97818551_3::NA::NA	chr9	97807431	97818551	0.997903754599409
mirna.prom::chr9:97818318-97818551_1::NA::NA	chr9	97818318	97818551	0.786716866491047
mirna.prom::chr9:97843561-97844836_2::NA::NA	chr9	97843561	97844836	0.919453168009096
mirna.prom::chr9:97847429-97847829_3::NA::NA	chr9	97847429	97847829	0.0639380896919362
mirna.prom::chrX:108297835-108297925_1::NA::NA	chrX	108297835	108297925	NA
mirna.prom::chrX:112065319-112065476_1::NA::NA	chrX	112065319	112065476	NA
mirna.prom::chrX:11369856-11370051_1::NA::NA	chrX	11369856	11370051	NA
mirna.prom::chrX:113934795-113935195_1::NA::NA	chrX	113934795	113935195	NA
mirna.prom::chrX:117477912-117514228_2::NA::NA	chrX	117477912	117514228	NA
mirna.prom::chrX:118787032-118787432_1::NA::NA	chrX	118787032	118787432	NA
mirna.prom::chrX:133306373-133309250_3::NA::NA	chrX	133306373	133309250	NA
mirna.prom::chrX:133680202-133680550_2::NA::NA	chrX	133680202	133680550	NA
mirna.prom::chrX:133680463-133680863_2::NA::NA	chrX	133680463	133680863	NA
mirna.prom::chrX:133683465-133683865_1::NA::NA	chrX	133683465	133683865	NA
mirna.prom::chrX:137794027-137794059_1::NA::NA	chrX	137794027	137794059	NA
mirna.prom::chrX:139012927-139013327_1::NA::NA	chrX	139012927	139013327	NA
mirna.prom::chrX:140014980-140015380_1::NA::NA	chrX	140014980	140015380	NA
mirna.prom::chrX:146305734-146306134_1::NA::NA	chrX	146305734	146306134	NA
mirna.prom::chrX:146390129-146390529_1::NA::NA	chrX	146390129	146390529	NA
mirna.prom::chrX:151142940-151142943_1::NA::NA	chrX	151142940	151142943	NA
mirna.prom::chrX:153677961-153678008_1::NA::NA	chrX	153677961	153678008	NA
mirna.prom::chrX:153991365-153991381_1::NA::NA	chrX	153991365	153991381	NA
mirna.prom::chrX:154140339-154140739_1::NA::NA	chrX	154140339	154140739	NA
mirna.prom::chrX:154651922-154652322_1::NA::NA	chrX	154651922	154652322	NA
mirna.prom::chrX:16690580-16690980_1::NA::NA	chrX	16690580	16690980	NA
mirna.prom::chrX:17394972-17434091_3::NA::NA	chrX	17394972	17434091	NA
mirna.prom::chrX:28544205-28544605_1::NA::NA	chrX	28544205	28544605	NA
mirna.prom::chrX:39512310-39512474_1::NA::NA	chrX	39512310	39512474	NA
mirna.prom::chrX:45629677-45629856_1::NA::NA	chrX	45629677	45629856	NA
mirna.prom::chrX:53224670-53224973_1::NA::NA	chrX	53224670	53224973	NA
mirna.prom::chrX:53231955-53231983_1::NA::NA	chrX	53231955	53231983	NA
mirna.prom::chrX:53461094-53468091_2::NA::NA	chrX	53461094	53468091	NA
mirna.prom::chrX:53588905-53590441_2::NA::NA	chrX	53588905	53590441	NA
mirna.prom::chrX:55516056-55516277_1::NA::NA	chrX	55516056	55516277	NA
mirna.prom::chrX:65231943-65234817_3::NA::NA	chrX	65231943	65234817	NA
mirna.prom::chrX:65235830-65240308_3::NA::NA	chrX	65235830	65240308	NA
mirna.prom::chrX:69233498-69238698_2::NA::NA	chrX	69233498	69238698	NA
mirna.prom::chrX:7065546-7065900_1::NA::NA	chrX	7065546	7065900	NA
mirna.prom::chrX:73401813-73402140_1::NA::NA	chrX	73401813	73402140	NA
mirna.prom::chrX:73438196-73438596_3::NA::NA	chrX	73438196	73438596	NA
mirna.prom::chrX:73448022-73476885_5::NA::NA	chrX	73448022	73476885	NA
mirna.prom::chrX:73513154-73513554_2::NA::NA	chrX	73513154	73513554	NA
